vehicle_plate_num,vehicle_plate_type,vehicle_type,arrival_time,duration_hours,departure_time,day_of_week,hour_of_day,arrival_hour,arrival_minute,arrival_day_of_week,stay_duration_minutes,priority_level,bay_assigned,slot_assigned,allocation_score
ABC2800,1,0,2023-05-05 09:16:00,3,2023-05-05 12:16:00,4,9,9,16,4,180,1,3,3,205.77340653208182
ABC6463,1,1,2023-05-01 21:51:00,4,2023-05-02 01:51:00,0,21,21,51,0,240,0,1,3,144.96868297997273
ABC5912,0,1,2023-05-06 10:04:00,4,2023-05-06 14:04:00,5,10,10,4,5,240,0,3,4,128.37282386140268
ABC5648,2,0,2023-05-01 06:15:00,2,2023-05-01 08:15:00,0,6,6,15,0,120,2,4,3,146.57300269817208
ABC1855,1,2,2023-05-01 08:44:00,4,2023-05-01 12:44:00,0,8,8,44,0,240,1,1,10,155.11881225295542
ABC3866,0,2,2023-05-06 10:14:00,1,2023-05-06 11:14:00,5,10,10,14,5,60,0,1,6,149.9538198863885
ABC1182,2,1,2023-05-02 09:04:00,4,2023-05-02 13:04:00,1,9,9,4,1,240,1,1,9,162.65956987781536
ABC4112,2,0,2023-05-03 20:12:00,2,2023-05-03 22:12:00,2,20,20,12,2,120,2,2,8,152.80984560622468
ABC6670,2,2,2023-05-01 08:14:00,3,2023-05-01 11:14:00,0,8,8,14,0,180,2,2,6,228.84961667009938
ABC5492,1,2,2023-05-06 10:29:00,3,2023-05-06 13:29:00,5,10,10,29,5,180,1,1,8,145.68603935750622
ABC6823,1,1,2023-05-05 08:06:00,6,2023-05-05 14:06:00,4,8,8,6,4,360,0,3,8,101.95008051912274
ABC2517,2,0,2023-05-05 09:01:00,2,2023-05-05 11:01:00,4,9,9,1,4,120,2,2,10,155.64366285546905
ABC6002,2,2,2023-05-04 16:44:00,2,2023-05-04 18:44:00,3,16,16,44,3,120,2,4,6,141.37305930357581
ABC2356,2,1,2023-05-06 16:58:00,4,2023-05-06 20:58:00,5,16,16,58,5,240,1,2,2,179.23484335910962
ABC4629,2,1,2023-05-04 09:43:00,4,2023-05-04 13:43:00,3,9,9,43,3,240,1,3,5,171.25393673832835
ABC4628,2,1,2023-05-02 10:52:00,3,2023-05-02 13:52:00,1,10,10,52,1,180,1,2,4,179.5382097494599
ABC9210,2,1,2023-05-01 17:13:00,1,2023-05-01 18:13:00,0,17,17,13,0,60,1,3,6,172.11129097341095
ABC7132,0,2,2023-05-07 09:17:00,1,2023-05-07 10:17:00,6,9,9,17,6,60,0,3,2,164.94415456081776
ABC7588,2,0,2023-05-01 17:52:00,2,2023-05-01 19:52:00,0,17,17,52,0,120,2,2,4,268.859243670857
ABC4311,1,1,2023-05-04 10:06:00,6,2023-05-04 16:06:00,3,10,10,6,3,360,0,3,8,107.88824314352343
ABC7048,1,1,2023-05-01 12:41:00,4,2023-05-01 16:41:00,0,12,12,41,0,240,0,3,1,133.24329612394092
ABC7246,1,2,2023-05-01 07:56:00,1,2023-05-01 08:56:00,0,7,7,56,0,60,1,4,3,143.8841135262439
ABC1987,2,1,2023-05-02 18:57:00,6,2023-05-03 00:57:00,1,18,18,57,1,360,1,1,4,196.53369933583667
ABC4321,1,1,2023-05-02 17:34:00,2,2023-05-02 19:34:00,1,17,17,34,1,120,0,1,2,188.16366957611945
ABC5615,0,0,2023-05-06 17:09:00,2,2023-05-06 19:09:00,5,17,17,9,5,120,0,2,2,171.32650337514707
ABC9365,2,1,2023-05-02 16:45:00,2,2023-05-02 18:45:00,1,16,16,45,1,120,1,3,6,130.83024666136356
ABC4741,1,2,2023-05-03 09:01:00,3,2023-05-03 12:01:00,2,9,9,1,2,180,1,2,6,185.80440216553845
ABC4052,0,0,2023-05-02 10:20:00,4,2023-05-02 14:20:00,1,10,10,20,1,240,0,2,3,133.3893996540093
ABC7574,0,2,2023-05-07 17:04:00,1,2023-05-07 18:04:00,6,17,17,4,6,60,0,1,8,147.0502508164953
ABC1726,1,0,2023-05-04 18:18:00,3,2023-05-04 21:18:00,3,18,18,18,3,180,1,3,3,174.6566828256781
ABC4760,0,0,2023-05-01 12:41:00,1,2023-05-01 13:41:00,0,12,12,41,0,60,0,2,2,120.5216020694459
ABC6806,1,1,2023-05-04 13:40:00,3,2023-05-04 16:40:00,3,13,13,40,3,180,0,2,5,107.58805618018684
ABC2875,0,1,2023-05-05 20:14:00,3,2023-05-05 23:14:00,4,20,20,14,4,180,0,1,7,119.0795233239134
ABC7993,2,1,2023-05-07 17:32:00,2,2023-05-07 19:32:00,6,17,17,32,6,120,1,1,1,277.5302693664343
ABC5033,2,2,2023-05-07 10:15:00,3,2023-05-07 13:15:00,6,10,10,15,6,180,2,1,2,274.27512381395354
ABC6443,2,1,2023-05-04 18:27:00,4,2023-05-04 22:27:00,3,18,18,27,3,240,1,2,2,211.74250233309704
ABC1989,2,1,2023-05-06 10:39:00,2,2023-05-06 12:39:00,5,10,10,39,5,120,1,3,8,126.1567836501987
ABC4744,2,0,2023-05-03 08:05:00,2,2023-05-03 10:05:00,2,8,8,5,2,120,2,1,10,213.80225979825707
ABC9611,1,1,2023-05-07 08:09:00,1,2023-05-07 09:09:00,6,8,8,9,6,60,0,1,6,171.391044053925
ABC1593,2,1,2023-05-05 12:32:00,3,2023-05-05 15:32:00,4,12,12,32,4,180,1,3,4,123.70131146908491
ABC2774,2,1,2023-05-01 16:25:00,3,2023-05-01 19:25:00,0,16,16,25,0,180,1,2,4,183.92840860588385
ABC1935,2,1,2023-05-02 12:54:00,2,2023-05-02 14:54:00,1,12,12,54,1,120,1,2,5,152.26295709347443
ABC4808,2,0,2023-05-04 06:48:00,4,2023-05-04 10:48:00,3,6,6,48,3,240,2,3,3,174.5414862784183
ABC1331,0,1,2023-05-05 17:36:00,3,2023-05-05 20:36:00,4,17,17,36,4,180,0,1,4,193.08079227854844
ABC8922,2,0,2023-05-07 20:42:00,2,2023-05-07 22:42:00,6,20,20,42,6,120,2,4,4,151.4658715743754
ABC3702,2,2,2023-05-04 09:24:00,4,2023-05-04 13:24:00,3,9,9,24,3,240,2,3,7,176.31211223169922
ABC6889,1,1,2023-05-02 18:10:00,2,2023-05-02 20:10:00,1,18,18,10,1,120,0,4,7,100.43786426618377
ABC6054,0,1,2023-05-07 18:49:00,3,2023-05-07 21:49:00,6,18,18,49,6,180,0,2,1,173.56737348093358
ABC4868,1,1,2023-05-04 08:31:00,3,2023-05-04 11:31:00,3,8,8,31,3,180,0,2,3,163.895805121007
ABC5200,2,0,2023-05-02 08:27:00,2,2023-05-02 10:27:00,1,8,8,27,1,120,2,4,9,111.62871442980996
ABC1201,1,1,2023-05-03 07:24:00,2,2023-05-03 09:24:00,2,7,7,24,2,120,0,1,6,137.2550565559246
ABC3497,1,1,2023-05-02 13:59:00,3,2023-05-02 16:59:00,1,13,13,59,1,180,0,4,6,83.73303714653228
ABC2842,2,2,2023-05-05 10:13:00,3,2023-05-05 13:13:00,4,10,10,13,4,180,2,1,4,218.2163703903094
ABC5658,0,0,2023-05-02 10:10:00,4,2023-05-02 14:10:00,1,10,10,10,1,240,0,3,10,75.08261960132208
ABC8544,0,0,2023-05-03 20:37:00,3,2023-05-03 23:37:00,2,20,20,37,2,180,0,2,9,101.55545549917824
ABC8718,1,2,2023-05-02 07:45:00,2,2023-05-02 09:45:00,1,7,7,45,1,120,1,2,3,193.79751677839408
ABC1770,2,0,2023-05-05 12:41:00,3,2023-05-05 15:41:00,4,12,12,41,4,180,2,4,8,100.15736742440944
ABC4155,1,1,2023-05-01 17:51:00,2,2023-05-01 19:51:00,0,17,17,51,0,120,0,3,6,125.23579388972716
ABC2628,1,1,2023-05-06 07:21:00,1,2023-05-06 08:21:00,5,7,7,21,5,60,0,4,2,117.84534965093233
ABC1386,1,2,2023-05-04 06:03:00,1,2023-05-04 07:03:00,3,6,6,3,3,60,1,4,3,129.2718265680419
ABC7031,2,0,2023-05-05 09:51:00,2,2023-05-05 11:51:00,4,9,9,51,4,120,2,4,1,248.0668278364025
ABC7439,2,0,2023-05-03 07:43:00,1,2023-05-03 08:43:00,2,7,7,43,2,60,2,1,3,268.64238601447863
ABC7401,0,0,2023-05-05 10:55:00,1,2023-05-05 11:55:00,4,10,10,55,4,60,0,2,4,132.16431308196493
ABC5008,2,2,2023-05-03 21:51:00,1,2023-05-03 22:51:00,2,21,21,51,2,60,2,2,6,175.83307242089998
ABC3466,1,1,2023-05-06 20:15:00,3,2023-05-06 23:15:00,5,20,20,15,5,180,0,4,10,54.62327119935715
ABC3282,1,2,2023-05-03 09:50:00,1,2023-05-03 10:50:00,2,9,9,50,2,60,1,1,7,220.99210003841887
ABC2856,0,1,2023-05-05 17:02:00,2,2023-05-05 19:02:00,4,17,17,2,4,120,0,2,3,174.45595308561934
ABC8980,2,2,2023-05-03 17:57:00,1,2023-05-03 18:57:00,2,17,17,57,2,60,2,1,7,235.28379439799315
ABC2998,1,1,2023-05-07 18:25:00,2,2023-05-07 20:25:00,6,18,18,25,6,120,0,3,4,149.13585374067748
ABC6476,0,0,2023-05-03 18:03:00,1,2023-05-03 19:03:00,2,18,18,3,2,60,0,1,1,201.52147228689006
ABC5669,0,0,2023-05-05 11:12:00,2,2023-05-05 13:12:00,4,11,11,12,4,120,0,1,1,143.5331663904094
ABC5318,1,0,2023-05-04 11:50:00,1,2023-05-04 12:50:00,3,11,11,50,3,60,1,3,8,117.90513461589325
ABC8064,1,2,2023-05-03 07:14:00,3,2023-05-03 10:14:00,2,7,7,14,2,180,1,2,10,114.71933530228442
ABC8446,2,2,2023-05-01 18:47:00,1,2023-05-01 19:47:00,0,18,18,47,0,60,2,2,7,218.62863943496862
ABC2431,0,2,2023-05-01 08:26:00,1,2023-05-01 09:26:00,0,8,8,26,0,60,0,1,4,166.08863263613176
ABC6624,1,0,2023-05-07 18:17:00,1,2023-05-07 19:17:00,6,18,18,17,6,60,1,1,1,292.03076739848086
ABC8461,0,1,2023-05-05 07:19:00,2,2023-05-05 09:19:00,4,7,7,19,4,120,0,3,6,119.76516139709095
ABC2819,2,0,2023-05-06 19:26:00,2,2023-05-06 21:26:00,5,19,19,26,5,120,2,3,10,117.61310820202922
ABC2130,1,0,2023-05-02 17:11:00,8,2023-05-03 01:11:00,1,17,17,11,1,480,1,2,7,128.34134994915104
ABC7563,2,1,2023-05-02 10:50:00,4,2023-05-02 14:50:00,1,10,10,50,1,240,1,2,6,152.0258954523797
ABC3658,0,1,2023-05-06 16:42:00,1,2023-05-06 17:42:00,5,16,16,42,5,60,0,3,6,118.51068922390024
ABC4500,2,1,2023-05-07 09:37:00,4,2023-05-07 13:37:00,6,9,9,37,6,240,1,1,8,173.48452278629156
ABC9566,2,1,2023-05-07 09:07:00,2,2023-05-07 11:07:00,6,9,9,7,6,120,1,3,6,170.1907047613809
ABC3120,0,0,2023-05-03 17:40:00,1,2023-05-03 18:40:00,2,17,17,40,2,60,0,2,2,181.07046958678708
ABC5020,2,2,2023-05-05 14:45:00,3,2023-05-05 17:45:00,4,14,14,45,4,180,2,1,7,179.0409432713785
ABC4259,0,0,2023-05-05 21:10:00,1,2023-05-05 22:10:00,4,21,21,10,4,60,0,4,10,82.05464966350986
ABC2823,1,1,2023-05-03 17:44:00,3,2023-05-03 20:44:00,2,17,17,44,2,180,0,4,4,115.95663604594172
ABC2474,0,2,2023-05-05 10:03:00,2,2023-05-05 12:03:00,4,10,10,3,4,120,0,3,3,113.51927926136918
ABC3242,0,2,2023-05-04 07:28:00,2,2023-05-04 09:28:00,3,7,7,28,3,120,0,2,8,107.7097930198678
ABC4243,1,0,2023-05-05 08:39:00,8,2023-05-05 16:39:00,4,8,8,39,4,480,1,1,10,125.36246146856861
ABC7990,0,0,2023-05-01 17:41:00,4,2023-05-01 21:41:00,0,17,17,41,0,240,0,4,5,95.7811840282211
ABC6160,1,0,2023-05-04 13:00:00,4,2023-05-04 17:00:00,3,13,13,0,3,240,1,1,4,168.71870072491004
ABC4134,1,2,2023-05-06 09:27:00,1,2023-05-06 10:27:00,5,9,9,27,5,60,1,1,4,244.07083891706225
ABC3070,0,2,2023-05-07 09:15:00,1,2023-05-07 10:15:00,6,9,9,15,6,60,0,1,5,152.538243077279
ABC1359,2,2,2023-05-05 12:37:00,3,2023-05-05 15:37:00,4,12,12,37,4,180,2,1,4,222.96179796322463
ABC2141,2,1,2023-05-01 16:26:00,6,2023-05-01 22:26:00,0,16,16,26,0,360,1,3,3,139.9209746264873
ABC2635,1,1,2023-05-04 08:57:00,3,2023-05-04 11:57:00,3,8,8,57,3,180,0,1,4,161.9661741672878
ABC5000,2,0,2023-05-06 16:55:00,8,2023-05-07 00:55:00,5,16,16,55,5,480,2,4,10,88.21575623260055
ABC4361,2,2,2023-05-02 17:54:00,1,2023-05-02 18:54:00,1,17,17,54,1,60,2,4,5,192.2819798032554
ABC7583,0,0,2023-05-07 06:42:00,2,2023-05-07 08:42:00,6,6,6,42,6,120,0,3,2,132.41874665065612
ABC8835,1,2,2023-05-04 13:33:00,1,2023-05-04 14:33:00,3,13,13,33,3,60,1,4,7,79.95001374900468
ABC1006,1,0,2023-05-01 21:46:00,2,2023-05-01 23:46:00,0,21,21,46,0,120,1,1,5,162.63966869430485
ABC4267,0,1,2023-05-07 12:28:00,4,2023-05-07 16:28:00,6,12,12,28,6,240,0,4,9,71.33869391731811
ABC7564,2,2,2023-05-04 09:50:00,1,2023-05-04 10:50:00,3,9,9,50,3,60,2,2,6,252.76541033390055
ABC5928,1,1,2023-05-02 21:47:00,6,2023-05-03 03:47:00,1,21,21,47,1,360,0,1,1,122.55337670997932
ABC3606,2,2,2023-05-04 07:36:00,2,2023-05-04 09:36:00,3,7,7,36,3,120,2,3,9,125.79370731475152
ABC6906,1,0,2023-05-04 11:07:00,2,2023-05-04 13:07:00,3,11,11,7,3,120,1,2,5,150.40795530207066
ABC4273,1,2,2023-05-01 16:33:00,3,2023-05-01 19:33:00,0,16,16,33,0,180,1,4,9,95.41394657564837
ABC8611,1,1,2023-05-03 18:37:00,2,2023-05-03 20:37:00,2,18,18,37,2,120,0,2,1,170.90716355737848
ABC1913,1,2,2023-05-07 07:05:00,3,2023-05-07 10:05:00,6,7,7,5,6,180,1,4,2,162.06649156427997
ABC3011,2,0,2023-05-06 19:59:00,2,2023-05-06 21:59:00,5,19,19,59,5,120,2,4,3,176.09911252995582
ABC2442,2,2,2023-05-01 21:16:00,1,2023-05-01 22:16:00,0,21,21,16,0,60,2,4,5,145.75349800530302
ABC6546,2,1,2023-05-06 17:34:00,3,2023-05-06 20:34:00,5,17,17,34,5,180,1,3,6,154.3824249641543
ABC2829,2,0,2023-05-07 09:54:00,5,2023-05-07 14:54:00,6,9,9,54,6,300,2,2,5,223.7495570767931
ABC9767,0,1,2023-05-04 09:13:00,3,2023-05-04 12:13:00,3,9,9,13,3,180,0,3,1,162.37093272059784
ABC7468,1,2,2023-05-06 16:23:00,2,2023-05-06 18:23:00,5,16,16,23,5,120,1,4,4,151.8701126308534
ABC1929,1,1,2023-05-07 18:18:00,4,2023-05-07 22:18:00,6,18,18,18,6,240,0,1,6,145.1435916836268
ABC4699,1,2,2023-05-06 17:35:00,1,2023-05-06 18:35:00,5,17,17,35,5,60,1,1,4,241.0388358881615
ABC2054,0,0,2023-05-02 17:51:00,4,2023-05-02 21:51:00,1,17,17,51,1,240,0,3,4,143.18384539914172
ABC6744,2,1,2023-05-06 17:11:00,3,2023-05-06 20:11:00,5,17,17,11,5,180,1,1,5,229.37795333156498
ABC2900,1,1,2023-05-02 09:44:00,2,2023-05-02 11:44:00,1,9,9,44,1,120,0,2,8,120.28729301440153
ABC7980,2,2,2023-05-04 09:33:00,1,2023-05-04 10:33:00,3,9,9,33,3,60,2,1,5,298.42343611326777
ABC8069,2,1,2023-05-05 17:05:00,2,2023-05-05 19:05:00,4,17,17,5,4,120,1,1,7,189.96120332180226
ABC4415,0,1,2023-05-03 10:19:00,2,2023-05-03 12:19:00,2,10,10,19,2,120,0,4,8,89.98170073681722
ABC1442,0,0,2023-05-02 17:23:00,2,2023-05-02 19:23:00,1,17,17,23,1,120,0,2,6,149.9510467901111
ABC7218,2,2,2023-05-04 20:16:00,1,2023-05-04 21:16:00,3,20,20,16,3,60,2,2,6,173.74794834591447
ABC5652,1,2,2023-05-01 17:47:00,2,2023-05-01 19:47:00,0,17,17,47,0,120,1,1,2,271.4833896488368
ABC8939,1,0,2023-05-03 09:52:00,3,2023-05-03 12:52:00,2,9,9,52,2,180,1,4,10,82.81043618255084
ABC8833,0,0,2023-05-01 08:31:00,3,2023-05-01 11:31:00,0,8,8,31,0,180,0,1,5,160.49034520185424
ABC8597,0,2,2023-05-04 16:33:00,1,2023-05-04 17:33:00,3,16,16,33,3,60,0,1,1,178.11128165581346
ABC5458,0,0,2023-05-07 19:32:00,4,2023-05-07 23:32:00,6,19,19,32,6,240,0,3,9,76.39913946000075
ABC7591,0,0,2023-05-05 06:01:00,1,2023-05-05 07:01:00,4,6,6,1,4,60,0,4,7,70.9111191796116
ABC3309,0,0,2023-05-06 17:16:00,3,2023-05-06 20:16:00,5,17,17,16,5,180,0,3,2,155.17285915872634
ABC7268,0,2,2023-05-04 18:20:00,1,2023-05-04 19:20:00,3,18,18,20,3,60,0,1,6,154.7056674088587
ABC1910,0,0,2023-05-05 10:56:00,3,2023-05-05 13:56:00,4,10,10,56,4,180,0,1,10,94.49279827613131
ABC5340,1,1,2023-05-05 17:30:00,3,2023-05-05 20:30:00,4,17,17,30,4,180,0,4,9,89.18997266401031
ABC5009,0,1,2023-05-06 18:38:00,4,2023-05-06 22:38:00,5,18,18,38,5,240,0,2,5,155.16838095809806
ABC7628,0,2,2023-05-07 21:25:00,3,2023-05-08 00:25:00,6,21,21,25,6,180,0,1,3,142.57265030015563
ABC3169,1,0,2023-05-07 14:55:00,4,2023-05-07 18:55:00,6,14,14,55,6,240,1,1,10,105.6541664073941
ABC3172,1,1,2023-05-07 09:10:00,2,2023-05-07 11:10:00,6,9,9,10,6,120,0,3,4,142.53261791756626
ABC6668,2,2,2023-05-05 08:48:00,1,2023-05-05 09:48:00,4,8,8,48,4,60,2,3,3,253.90526795481398
ABC7313,0,1,2023-05-01 20:13:00,6,2023-05-02 02:13:00,0,20,20,13,0,360,0,4,1,95.47177491070995
ABC9315,0,0,2023-05-03 17:15:00,2,2023-05-03 19:15:00,2,17,17,15,2,120,0,3,10,92.10126290465585
ABC9036,0,2,2023-05-04 16:38:00,4,2023-05-04 20:38:00,3,16,16,38,3,240,0,2,7,109.3246888659928
ABC7789,0,1,2023-05-07 16:37:00,3,2023-05-07 19:37:00,6,16,16,37,6,180,0,1,8,116.97319448040544
ABC1785,2,2,2023-05-02 08:34:00,4,2023-05-02 12:34:00,1,8,8,34,1,240,2,3,2,254.8811119280575
ABC7139,1,1,2023-05-05 08:20:00,6,2023-05-05 14:20:00,4,8,8,20,4,360,0,2,8,123.74867726817634
ABC7344,1,1,2023-05-04 17:29:00,4,2023-05-04 21:29:00,3,17,17,29,3,240,0,1,9,121.76734369676879
ABC3416,0,0,2023-05-01 18:53:00,1,2023-05-01 19:53:00,0,18,18,53,0,60,0,1,7,151.7061022012471
ABC9988,0,0,2023-05-07 09:54:00,2,2023-05-07 11:54:00,6,9,9,54,6,120,0,2,1,179.52466732344945
ABC5154,0,1,2023-05-05 10:30:00,6,2023-05-05 16:30:00,4,10,10,30,4,360,0,1,4,136.1493063084371
ABC6619,2,2,2023-05-05 08:53:00,3,2023-05-05 11:53:00,4,8,8,53,4,180,2,2,7,210.81436457494726
ABC2936,2,2,2023-05-02 18:00:00,1,2023-05-02 19:00:00,1,18,18,0,1,60,2,2,6,232.6541517116342
ABC4807,1,0,2023-05-07 09:59:00,2,2023-05-07 11:59:00,6,9,9,59,6,120,1,3,8,135.33743156932422
ABC8151,0,1,2023-05-06 16:01:00,4,2023-05-06 20:01:00,5,16,16,1,5,240,0,4,6,77.03062716764649
ABC4236,0,0,2023-05-05 18:37:00,3,2023-05-05 21:37:00,4,18,18,37,4,180,0,2,10,89.41050383413554
ABC3352,0,1,2023-05-03 18:10:00,4,2023-05-03 22:10:00,2,18,18,10,2,240,0,3,6,105.69196918352883
ABC2932,0,1,2023-05-05 17:58:00,4,2023-05-05 21:58:00,4,17,17,58,4,240,0,1,10,114.98579487160698
ABC9556,2,0,2023-05-03 18:02:00,5,2023-05-03 23:02:00,2,18,18,2,2,300,2,3,6,184.3620889705479
ABC5916,1,2,2023-05-02 10:15:00,1,2023-05-02 11:15:00,1,10,10,15,1,60,1,2,7,145.67524073902763
ABC6498,1,0,2023-05-07 17:45:00,1,2023-05-07 18:45:00,6,17,17,45,6,60,1,3,5,178.113911152037
ABC1946,2,1,2023-05-03 08:46:00,1,2023-05-03 09:46:00,2,8,8,46,2,60,1,4,9,103.93716417794101
ABC2439,0,0,2023-05-05 08:16:00,5,2023-05-05 13:16:00,4,8,8,16,4,300,0,1,7,150.8598322763731
ABC8730,1,2,2023-05-01 18:11:00,2,2023-05-01 20:11:00,0,18,18,11,0,120,1,3,1,223.80839778008234
ABC5857,1,2,2023-05-02 10:06:00,1,2023-05-02 11:06:00,1,10,10,6,1,60,1,1,9,154.50428940836045
ABC1340,2,1,2023-05-06 18:50:00,3,2023-05-06 21:50:00,5,18,18,50,5,180,1,2,6,173.88433999921537
ABC1382,0,0,2023-05-02 06:04:00,2,2023-05-02 08:04:00,1,6,6,4,1,120,0,4,8,95.86693831086029
ABC9491,1,2,2023-05-03 21:09:00,3,2023-05-04 00:09:00,2,21,21,9,2,180,1,4,9,89.14574086115445
ABC1138,0,0,2023-05-07 08:05:00,4,2023-05-07 12:05:00,6,8,8,5,6,240,0,3,2,136.38881859447832
ABC1358,1,2,2023-05-03 16:35:00,2,2023-05-03 18:35:00,2,16,16,35,2,120,1,1,2,233.2804456757353
ABC5931,2,1,2023-05-03 07:40:00,1,2023-05-03 08:40:00,2,7,7,40,2,60,1,1,5,202.0679002500159
ABC4456,0,1,2023-05-07 07:14:00,6,2023-05-07 13:14:00,6,7,7,14,6,360,0,3,5,106.33960569824441
ABC2627,2,0,2023-05-01 08:14:00,2,2023-05-01 10:14:00,0,8,8,14,0,120,2,3,10,139.1031321451543
ABC7626,1,1,2023-05-06 20:49:00,4,2023-05-07 00:49:00,5,20,20,49,5,240,0,3,10,86.35831450569967
ABC6004,2,2,2023-05-03 08:12:00,1,2023-05-03 09:12:00,2,8,8,12,2,60,2,3,2,266.7198167340258
ABC7652,2,1,2023-05-07 18:13:00,1,2023-05-07 19:13:00,6,18,18,13,6,60,1,4,10,84.91620899701765
ABC7416,2,2,2023-05-01 12:11:00,1,2023-05-01 13:11:00,0,12,12,11,0,60,2,3,4,176.11575091094318
ABC4170,1,2,2023-05-05 08:53:00,2,2023-05-05 10:53:00,4,8,8,53,4,120,1,1,9,161.34993971314066
ABC4835,0,1,2023-05-01 18:35:00,4,2023-05-01 22:35:00,0,18,18,35,0,240,0,2,4,154.79381735048034
ABC9017,2,2,2023-05-07 07:54:00,1,2023-05-07 08:54:00,6,7,7,54,6,60,2,1,1,295.64550486654656
ABC3151,0,2,2023-05-05 18:02:00,1,2023-05-05 19:02:00,4,18,18,2,4,60,0,3,5,132.39323217897834
ABC7905,1,0,2023-05-03 08:48:00,5,2023-05-03 13:48:00,2,8,8,48,2,300,1,4,2,161.13285378054258
ABC3834,0,0,2023-05-05 09:33:00,1,2023-05-05 10:33:00,4,9,9,33,4,60,0,3,6,127.28445000636533
ABC3567,2,0,2023-05-04 17:25:00,2,2023-05-04 19:25:00,3,17,17,25,3,120,2,2,1,315.55764074699005
ABC2307,2,1,2023-05-03 08:28:00,3,2023-05-03 11:28:00,2,8,8,28,2,180,1,3,7,154.46050610693126
ABC9848,2,0,2023-05-07 14:15:00,4,2023-05-07 18:15:00,6,14,14,15,6,240,2,2,7,160.24146469587987
ABC3660,2,2,2023-05-07 18:26:00,1,2023-05-07 19:26:00,6,18,18,26,6,60,2,3,4,228.41327619348735
ABC4730,2,1,2023-05-05 06:02:00,6,2023-05-05 12:02:00,4,6,6,2,4,360,1,4,9,81.6055026784764
ABC7207,2,1,2023-05-02 17:53:00,3,2023-05-02 20:53:00,1,17,17,53,1,180,1,1,3,251.29902635218232
ABC4162,1,1,2023-05-02 19:37:00,3,2023-05-02 22:37:00,1,19,19,37,1,180,0,2,5,123.3737969870713
ABC2140,1,1,2023-05-02 09:50:00,2,2023-05-02 11:50:00,1,9,9,50,1,120,0,1,5,163.8005194874066
ABC9458,1,2,2023-05-03 08:47:00,2,2023-05-03 10:47:00,2,8,8,47,2,120,1,3,8,132.65734009683422
ABC2708,0,2,2023-05-04 08:38:00,1,2023-05-04 09:38:00,3,8,8,38,3,60,0,1,10,133.00717811750653
ABC4630,0,0,2023-05-05 17:42:00,3,2023-05-05 20:42:00,4,17,17,42,4,180,0,4,10,76.49840157496561
ABC4211,1,1,2023-05-01 16:32:00,2,2023-05-01 18:32:00,0,16,16,32,0,120,0,4,4,119.19646864295454
ABC7538,0,0,2023-05-01 21:44:00,2,2023-05-01 23:44:00,0,21,21,44,0,120,0,1,1,147.8880264610807
ABC1475,0,2,2023-05-03 09:30:00,3,2023-05-03 12:30:00,2,9,9,30,2,180,0,1,5,172.8499860787648
ABC8684,2,1,2023-05-06 10:09:00,4,2023-05-06 14:09:00,5,10,10,9,5,240,1,4,1,163.97509359273363
ABC2207,2,2,2023-05-03 08:04:00,1,2023-05-03 09:04:00,2,8,8,4,2,60,2,2,3,303.2633967284669
ABC2960,0,0,2023-05-04 08:27:00,3,2023-05-04 11:27:00,3,8,8,27,3,180,0,2,6,130.66657425013088
ABC1557,0,2,2023-05-02 13:14:00,2,2023-05-02 15:14:00,1,13,13,14,1,120,0,4,1,131.67649750461473
ABC1882,1,1,2023-05-05 08:35:00,1,2023-05-05 09:35:00,4,8,8,35,4,60,0,4,10,70.32015031664014
ABC5761,0,1,2023-05-02 17:16:00,3,2023-05-02 20:16:00,1,17,17,16,1,180,0,2,3,155.16364230605777
ABC6867,2,0,2023-05-02 18:51:00,2,2023-05-02 20:51:00,1,18,18,51,1,120,2,1,7,244.0634192660178
ABC7963,0,1,2023-05-02 09:03:00,3,2023-05-02 12:03:00,1,9,9,3,1,180,0,1,2,178.8719073064562
ABC8166,1,2,2023-05-03 10:16:00,3,2023-05-03 13:16:00,2,10,10,16,2,180,1,3,6,153.9855314118184
ABC8929,2,2,2023-05-05 08:26:00,1,2023-05-05 09:26:00,4,8,8,26,4,60,2,2,7,227.71820724950226
ABC6347,2,2,2023-05-07 10:02:00,1,2023-05-07 11:02:00,6,10,10,2,6,60,2,4,2,206.75879828931335
ABC8269,2,2,2023-05-03 16:19:00,1,2023-05-03 17:19:00,2,16,16,19,2,60,2,3,5,169.08485478276077
ABC9125,2,0,2023-05-06 18:12:00,8,2023-05-07 02:12:00,5,18,18,12,5,480,2,1,10,170.85489643625067
ABC3454,0,2,2023-05-07 11:24:00,3,2023-05-07 14:24:00,6,11,11,24,6,180,0,2,10,76.36538397213161
ABC5494,1,0,2023-05-03 11:42:00,1,2023-05-03 12:42:00,2,11,11,42,2,60,1,3,1,170.38646128715916
ABC2946,0,2,2023-05-03 18:32:00,2,2023-05-03 20:32:00,2,18,18,32,2,120,0,1,3,174.95808655527298
ABC3808,0,0,2023-05-02 21:13:00,2,2023-05-02 23:13:00,1,21,21,13,1,120,0,4,1,118.39660529282796
ABC7642,2,2,2023-05-03 18:22:00,2,2023-05-03 20:22:00,2,18,18,22,2,120,2,1,3,329.34061209870407
ABC4825,1,2,2023-05-03 07:00:00,2,2023-05-03 09:00:00,2,7,7,0,2,120,1,1,4,188.8857779843431
ABC4536,2,0,2023-05-03 18:22:00,8,2023-05-04 02:22:00,2,18,18,22,2,480,2,2,5,186.81057229838274
